Query number,Document
1101276,output_496903.txt
264827,output_481349.txt
264827,output_465298.txt
264827,output_72374.txt
264827,output_97121.txt
264827,output_79137.txt
264827,output_53035.txt
264827,output_480217.txt
264827,output_68981.txt
264827,output_6194.txt
264827,output_84591.txt
342285,output_474500.txt
342285,output_98985.txt
342285,output_56374.txt
342285,output_71251.txt
342285,output_5288.txt
342285,output_469162.txt
342285,output_46202.txt
342285,output_49903.txt
342285,output_53862.txt
342285,output_484894.txt
372586,output_7677.txt
372586,output_480825.txt
372586,output_496050.txt
372586,output_95782.txt
372586,output_487562.txt
372586,output_66462.txt
372586,output_488699.txt
372586,output_86017.txt
372586,output_74968.txt
372586,output_81267.txt
89786,output_50973.txt
89786,output_464090.txt
89786,output_74049.txt
89786,output_84825.txt
89786,output_84948.txt
89786,output_7859.txt
89786,output_66821.txt
89786,output_5753.txt
89786,output_65634.txt
89786,output_490144.txt
118448,output_8051.txt
118448,output_475126.txt
118448,output_80245.txt
118448,output_87059.txt
118448,output_52972.txt
118448,output_477009.txt
118448,output_466823.txt
118448,output_492517.txt
118448,output_468475.txt
118448,output_46787.txt
92542,output_47754.txt
92542,output_487739.txt
92542,output_471092.txt
92542,output_50929.txt
92542,output_63050.txt
92542,output_70550.txt
92542,output_52076.txt
92542,output_47618.txt
92542,output_462123.txt
92542,output_99767.txt
206117,output_492627.txt
206117,output_78904.txt
206117,output_491176.txt
206117,output_466691.txt
206117,output_465662.txt
206117,output_69931.txt
206117,output_85895.txt
206117,output_81323.txt
206117,output_55663.txt
206117,output_80363.txt
141472,output_464688.txt
141472,output_5753.txt
141472,output_7859.txt
141472,output_462123.txt
141472,output_63417.txt
141472,output_488384.txt
141472,output_53026.txt
141472,output_68586.txt
141472,output_474224.txt
141472,output_51357.txt
196232,output_78935.txt
196232,output_494088.txt
196232,output_495185.txt
196232,output_480125.txt
196232,output_56358.txt
196232,output_468375.txt
196232,output_464502.txt
196232,output_79949.txt
196232,output_98182.txt
196232,output_465301.txt
352818,output_487604.txt
352818,output_70842.txt
352818,output_73524.txt
352818,output_464978.txt
352818,output_487823.txt
352818,output_51677.txt
352818,output_73400.txt
352818,output_68099.txt
352818,output_52750.txt
352818,output_80576.txt
208145,output_79640.txt
208145,output_501180.txt
208145,output_89213.txt
208145,output_49261.txt
208145,output_76984.txt
208145,output_87462.txt
208145,output_90199.txt
208145,output_71571.txt
208145,output_95884.txt
208145,output_48401.txt
79891,output_50767.txt
79891,output_473811.txt
79891,output_501516.txt
79891,output_72381.txt
79891,output_59241.txt
79891,output_8233.txt
79891,output_89104.txt
79891,output_497602.txt
79891,output_497330.txt
79891,output_471509.txt
208494,output_474208.txt
208494,output_63016.txt
208494,output_8634.txt
208494,output_468470.txt
208494,output_496501.txt
208494,output_462095.txt
208494,output_99512.txt
208494,output_82491.txt
208494,output_500035.txt
208494,output_46373.txt
319564,output_77011.txt
319564,output_493729.txt
319564,output_471739.txt
319564,output_49652.txt
319564,output_478652.txt
319564,output_475782.txt
319564,output_494725.txt
319564,output_98590.txt
319564,output_465986.txt
319564,output_479358.txt
155234,output_465870.txt
155234,output_471781.txt
155234,output_490797.txt
155234,output_467606.txt
155234,output_501180.txt
155234,output_498404.txt
155234,output_76984.txt
155234,output_475863.txt
155234,output_463579.txt
155234,output_493370.txt
14151,output_53011.txt
14151,output_77460.txt
14151,output_99535.txt
14151,output_473046.txt
14151,output_60678.txt
14151,output_62185.txt
14151,output_462317.txt
14151,output_499471.txt
14151,output_47071.txt
14151,output_474941.txt
67802,output_56781.txt
67802,output_464330.txt
67802,output_99646.txt
67802,output_491635.txt
67802,output_87481.txt
67802,output_65218.txt
67802,output_482780.txt
67802,output_472982.txt
67802,output_468063.txt
67802,output_481533.txt
1090184,output_466652.txt
1090184,output_66401.txt
1090184,output_492238.txt
1090184,output_96391.txt
1090184,output_87154.txt
1090184,output_492370.txt
1090184,output_491457.txt
1090184,output_67770.txt
1090184,output_64446.txt
1090184,output_87951.txt
323382,output_77355.txt
323382,output_479238.txt
323382,output_60214.txt
323382,output_490028.txt
323382,output_71314.txt
323382,output_465680.txt
323382,output_6057.txt
323382,output_477254.txt
323382,output_52023.txt
323382,output_48680.txt
323998,output_490322.txt
323998,output_80576.txt
323998,output_90197.txt
323998,output_95242.txt
323998,output_487823.txt
323998,output_56570.txt
323998,output_77639.txt
323998,output_73400.txt
323998,output_481953.txt
323998,output_68216.txt
289812,output_62873.txt
289812,output_467374.txt
289812,output_484603.txt
289812,output_8108.txt
289812,output_497512.txt
289812,output_63190.txt
289812,output_471114.txt
289812,output_466962.txt
289812,output_79630.txt
289812,output_70400.txt
333486,output_498045.txt
333486,output_66996.txt
333486,output_67295.txt
333486,output_483039.txt
333486,output_467623.txt
333486,output_72540.txt
333486,output_473334.txt
333486,output_491832.txt
333486,output_96702.txt
333486,output_81533.txt
1090171,output_466652.txt
1090171,output_66401.txt
1090171,output_75759.txt
1090171,output_491457.txt
1090171,output_96391.txt
1090171,output_87154.txt
1090171,output_75575.txt
1090171,output_92479.txt
1090171,output_56516.txt
1090171,output_90955.txt
73257,output_95927.txt
73257,output_84251.txt
73257,output_9880.txt
73257,output_73599.txt
73257,output_63067.txt
73257,output_95052.txt
73257,output_52607.txt
73257,output_487844.txt
73257,output_491088.txt
73257,output_496614.txt
1090170,output_466652.txt
1090170,output_66401.txt
1090170,output_491457.txt
1090170,output_96391.txt
1090170,output_87154.txt
1090170,output_75575.txt
1090170,output_92479.txt
1090170,output_56516.txt
1090170,output_8983.txt
1090170,output_467860.txt
127876,output_85190.txt
127876,output_67431.txt
127876,output_472541.txt
127876,output_479368.txt
127876,output_55349.txt
127876,output_67413.txt
127876,output_60122.txt
127876,output_474323.txt
127876,output_478427.txt
127876,output_490558.txt
1090165,output_466652.txt
1090165,output_85146.txt
1090165,output_66401.txt
1090165,output_96391.txt
1090165,output_87154.txt
1090165,output_491457.txt
1090165,output_465050.txt
1090165,output_64446.txt
1090165,output_87951.txt
1090165,output_488868.txt
259417,output_466352.txt
259417,output_97170.txt
259417,output_58944.txt
259417,output_494386.txt
259417,output_62625.txt
259417,output_5865.txt
259417,output_52870.txt
259417,output_495110.txt
259417,output_463632.txt
259417,output_96367.txt
1101271,output_92698.txt
1101271,output_489015.txt
1101271,output_84549.txt
1101271,output_8830.txt
1101271,output_482220.txt
1101271,output_65319.txt
1101271,output_494308.txt
1101271,output_71008.txt
1101271,output_74389.txt
1101271,output_494022.txt
205107,output_476979.txt
205107,output_98823.txt
205107,output_469547.txt
205107,output_64294.txt
205107,output_86047.txt
205107,output_470299.txt
205107,output_468894.txt
205107,output_499890.txt
205107,output_72166.txt
205107,output_495204.txt
307118,output_98772.txt
307118,output_488767.txt
307118,output_8118.txt
307118,output_92111.txt
307118,output_98718.txt
307118,output_55706.txt
307118,output_494623.txt
307118,output_98993.txt
307118,output_8198.txt
307118,output_493262.txt
335710,output_91489.txt
335710,output_477953.txt
335710,output_81550.txt
335710,output_64982.txt
335710,output_55244.txt
335710,output_477262.txt
335710,output_89879.txt
335710,output_83735.txt
335710,output_478163.txt
335710,output_65943.txt
127984,output_99266.txt
127984,output_99280.txt
127984,output_473567.txt
127984,output_69048.txt
127984,output_467399.txt
127984,output_70095.txt
127984,output_463118.txt
127984,output_499930.txt
127984,output_83413.txt
127984,output_470967.txt
1090151,output_69387.txt
1090151,output_85200.txt
1090151,output_5753.txt
1090151,output_463707.txt
1090151,output_50857.txt
1090151,output_7859.txt
1090151,output_462123.txt
1090151,output_474224.txt
1090151,output_86243.txt
1090151,output_499380.txt
1090146,output_470155.txt
1090146,output_483430.txt
1090146,output_501512.txt
1090146,output_484600.txt
1090146,output_56279.txt
1090146,output_479831.txt
1090146,output_77147.txt
1090146,output_76803.txt
1090146,output_462539.txt
1090146,output_51653.txt
1090132,output_469698.txt
1090132,output_66921.txt
1090132,output_58299.txt
1090132,output_58288.txt
1090132,output_76870.txt
1090132,output_70980.txt
1090132,output_491558.txt
1090132,output_5753.txt
1090132,output_7859.txt
1090132,output_462123.txt
1090115,output_69387.txt
1090115,output_49043.txt
1090115,output_79938.txt
1090115,output_482606.txt
1090115,output_464459.txt
1090115,output_499694.txt
1090115,output_495102.txt
1090115,output_48799.txt
1090115,output_76442.txt
1090115,output_68108.txt
1090110,output_82811.txt
1090110,output_61654.txt
1090110,output_81671.txt
1090110,output_75271.txt
1090110,output_6727.txt
1090110,output_64801.txt
1090110,output_85451.txt
1090110,output_68026.txt
1090110,output_55967.txt
1090110,output_481348.txt
1090107,output_498456.txt
1090107,output_88958.txt
1090107,output_75891.txt
1090107,output_90307.txt
1090107,output_53578.txt
1090107,output_490080.txt
1090107,output_485126.txt
1090107,output_64384.txt
1090107,output_54203.txt
1090107,output_481980.txt
1090086,output_69387.txt
1090086,output_6958.txt
1090086,output_74422.txt
1090086,output_499554.txt
1090086,output_85200.txt
1090086,output_70162.txt
1090086,output_77371.txt
1090086,output_466936.txt
1090086,output_56358.txt
1090086,output_85438.txt
1090077,output_91499.txt
1090077,output_89422.txt
1090077,output_85268.txt
1090077,output_78227.txt
1090077,output_71292.txt
1090077,output_98871.txt
1090077,output_464873.txt
1090077,output_70326.txt
1090077,output_97015.txt
1090077,output_496547.txt
1090072,output_86506.txt
1090072,output_470186.txt
1090072,output_490471.txt
1090072,output_480393.txt
1090072,output_52416.txt
1090072,output_472834.txt
1090072,output_50185.txt
1090072,output_61061.txt
1090072,output_485647.txt
1090072,output_463599.txt
1090054,output_82448.txt
1090054,output_486799.txt
1090054,output_475848.txt
1090054,output_493794.txt
1090054,output_60319.txt
1090054,output_475977.txt
1090054,output_499004.txt
1090054,output_69652.txt
1090054,output_89817.txt
1090054,output_485708.txt
1101259,output_64102.txt
1101259,output_89115.txt
1101259,output_98024.txt
1101259,output_566.txt
1101259,output_49084.txt
1101259,output_464857.txt
1101259,output_6757.txt
1101259,output_496967.txt
1101259,output_480929.txt
1101259,output_482636.txt
1089983,output_475623.txt
1089983,output_476067.txt
1089983,output_65933.txt
1089983,output_46215.txt
1089983,output_61606.txt
1089983,output_69895.txt
1089983,output_462851.txt
1089983,output_6890.txt
1089983,output_489258.txt
1089983,output_97491.txt
1089966,output_465422.txt
1089966,output_64762.txt
1089966,output_6727.txt
1089966,output_97015.txt
1089966,output_474887.txt
1089966,output_99535.txt
1089966,output_473017.txt
1089966,output_61191.txt
1089966,output_69776.txt
1089966,output_68768.txt
1089964,output_65223.txt
1089964,output_489599.txt
1089964,output_497711.txt
1089964,output_494871.txt
1089964,output_76178.txt
1089964,output_494642.txt
1089964,output_482919.txt
1089964,output_490590.txt
1089964,output_80229.txt
1089964,output_64762.txt
1089940,output_468171.txt
1089940,output_59434.txt
1089940,output_73081.txt
1089940,output_67207.txt
1089940,output_486525.txt
1089940,output_471907.txt
1089940,output_83149.txt
1089940,output_476932.txt
1089940,output_496750.txt
1089940,output_94721.txt
1089925,output_65466.txt
1089925,output_91140.txt
1089925,output_98231.txt
1089925,output_474029.txt
1089925,output_464529.txt
1089925,output_501022.txt
1089925,output_480616.txt
1089925,output_469215.txt
1089925,output_82841.txt
1089925,output_83773.txt
1089896,output_7468.txt
1089896,output_68994.txt
1089896,output_64894.txt
1089896,output_491503.txt
1089896,output_81529.txt
1089896,output_49659.txt
1089896,output_74156.txt
1089896,output_499090.txt
1089896,output_81685.txt
1089896,output_83167.txt
1101236,output_462141.txt
1101236,output_69924.txt
1101236,output_467246.txt
1101236,output_46973.txt
1101236,output_66606.txt
1101236,output_490932.txt
1101236,output_92775.txt
1101236,output_491353.txt
1101236,output_61230.txt
1101236,output_68188.txt
1089868,output_69608.txt
1089868,output_75699.txt
1089868,output_99283.txt
1089868,output_492133.txt
1089868,output_94868.txt
1089868,output_82638.txt
1089868,output_6512.txt
1089868,output_67716.txt
1089868,output_499492.txt
1089868,output_74940.txt
1089846,output_90762.txt
1089846,output_46491.txt
1089846,output_501598.txt
1089846,output_97564.txt
1089846,output_57788.txt
1089846,output_9324.txt
1089846,output_47414.txt
1089846,output_56788.txt
1089846,output_98793.txt
1089846,output_7377.txt
1089832,output_52828.txt
1089832,output_495007.txt
1089832,output_91097.txt
1089832,output_49101.txt
1089832,output_56677.txt
1089832,output_96331.txt
1089832,output_479730.txt
1089832,output_479673.txt
1089832,output_500382.txt
1089832,output_480407.txt
1089810,output_493431.txt
1089810,output_85268.txt
1089810,output_49306.txt
1089810,output_67068.txt
1089810,output_463812.txt
1089810,output_46805.txt
1089810,output_489154.txt
1089810,output_471247.txt
1089810,output_9689.txt
1089810,output_78681.txt
1101228,output_47011.txt
1101228,output_46229.txt
1101228,output_65220.txt
1101228,output_6981.txt
1101228,output_462485.txt
1101228,output_472984.txt
1101228,output_91348.txt
1101228,output_480141.txt
1101228,output_484452.txt
1101228,output_8695.txt
1089804,output_495676.txt
1089804,output_489681.txt
1089804,output_464895.txt
1089804,output_72495.txt
1089804,output_91519.txt
1089804,output_66106.txt
1089804,output_65680.txt
1089804,output_495392.txt
1089804,output_481050.txt
1089804,output_67352.txt
1089787,output_482754.txt
1089787,output_80521.txt
1089787,output_498491.txt
1089787,output_75483.txt
1089787,output_469955.txt
1089787,output_556.txt
1089787,output_58625.txt
1089787,output_496759.txt
1089787,output_498417.txt
1089787,output_77032.txt
1089776,output_485562.txt
1089776,output_64764.txt
1089776,output_477434.txt
1089776,output_93950.txt
1089776,output_98394.txt
1089776,output_495542.txt
1089776,output_483678.txt
1089776,output_90019.txt
1089776,output_487170.txt
1089776,output_95259.txt
1089763,output_474029.txt
1089763,output_464529.txt
1089763,output_469643.txt
1089763,output_488179.txt
1089763,output_467679.txt
1089763,output_465317.txt
1089763,output_480616.txt
1089763,output_465518.txt
1089763,output_468186.txt
1089763,output_493542.txt
1089760,output_71544.txt
1089760,output_66182.txt
1089760,output_479548.txt
1089760,output_67282.txt
1089760,output_63688.txt
1089760,output_487971.txt
1089760,output_93821.txt
1089760,output_485642.txt
1089760,output_64594.txt
1089760,output_99248.txt
1089719,output_96684.txt
1089719,output_57031.txt
1089719,output_471871.txt
1089719,output_56162.txt
1089719,output_5257.txt
1089719,output_481007.txt
1089719,output_473840.txt
1089719,output_75302.txt
1089719,output_8674.txt
1089719,output_472746.txt
1089706,output_91935.txt
1089706,output_98816.txt
1089706,output_469029.txt
1089706,output_483110.txt
1089706,output_59954.txt
1089706,output_55172.txt
1089706,output_9888.txt
1089706,output_73723.txt
1089706,output_52002.txt
1089706,output_53223.txt
1089693,output_478733.txt
1089693,output_77355.txt
1089693,output_491043.txt
1089693,output_69387.txt
1089693,output_92712.txt
1089693,output_476350.txt
1089693,output_78344.txt
1089693,output_494746.txt
1089693,output_93551.txt
1089693,output_49607.txt
1089691,output_477434.txt
1089691,output_487776.txt
1089691,output_473206.txt
1089691,output_467515.txt
1089691,output_78430.txt
1089691,output_99161.txt
1089691,output_54357.txt
1089691,output_478945.txt
1089691,output_470393.txt
1089691,output_90869.txt
1089688,output_488834.txt
1089688,output_83880.txt
1089688,output_66385.txt
1089688,output_51104.txt
1089688,output_488741.txt
1089688,output_47675.txt
1089688,output_494902.txt
1089688,output_468251.txt
1089688,output_463412.txt
1089688,output_49251.txt
1089683,output_493398.txt
1089683,output_66322.txt
1089683,output_7774.txt
1089683,output_462472.txt
1089683,output_80465.txt
1089683,output_6726.txt
1089683,output_76824.txt
1089683,output_478004.txt
1089683,output_69113.txt
1089683,output_68069.txt
1089674,output_97015.txt
1089674,output_6335.txt
1089674,output_500632.txt
1089674,output_51903.txt
1089674,output_69626.txt
1089674,output_53124.txt
1089674,output_77126.txt
1089674,output_75225.txt
1089674,output_489606.txt
1089674,output_47682.txt
1101214,output_489096.txt
1101214,output_78266.txt
1101214,output_63248.txt
1101214,output_97135.txt
1101214,output_464419.txt
1101214,output_476702.txt
1101214,output_84078.txt
1101214,output_495905.txt
1101214,output_90550.txt
1101214,output_470312.txt
1089645,output_6046.txt
1089645,output_89212.txt
1089645,output_84305.txt
1089645,output_480890.txt
1089645,output_91399.txt
1089645,output_97109.txt
1089645,output_85462.txt
1089645,output_478043.txt
1089645,output_57471.txt
1089645,output_70556.txt
1101211,output_82696.txt
1101211,output_75953.txt
1101211,output_465164.txt
1101211,output_64432.txt
1101211,output_489785.txt
1101211,output_80717.txt
1101211,output_47374.txt
1101211,output_483054.txt
1101211,output_54782.txt
1101211,output_472690.txt
1089619,output_58585.txt
1089619,output_59472.txt
1089619,output_47765.txt
1089619,output_69136.txt
1089619,output_496344.txt
1089619,output_76603.txt
1089619,output_47464.txt
1089619,output_62024.txt
1089619,output_477047.txt
1089619,output_78072.txt
1089597,output_87329.txt
1089597,output_83769.txt
1089597,output_84158.txt
1089597,output_94154.txt
1089597,output_501473.txt
1089597,output_73180.txt
1089597,output_72352.txt
1089597,output_90213.txt
1089597,output_72716.txt
1089597,output_64607.txt
1089576,output_464519.txt
1089576,output_48226.txt
1089576,output_92949.txt
1089576,output_47933.txt
1089576,output_89226.txt
1089576,output_66239.txt
1089576,output_50946.txt
1089576,output_66215.txt
1089576,output_485410.txt
1089576,output_97961.txt
1089560,output_497232.txt
1089560,output_482581.txt
1089560,output_497815.txt
1089560,output_478221.txt
1089560,output_59823.txt
1089560,output_76154.txt
1089560,output_495090.txt
1089560,output_82875.txt
1089560,output_53722.txt
1089560,output_54466.txt
1089541,output_77852.txt
1089541,output_57306.txt
1089541,output_52042.txt
1089541,output_90050.txt
1089541,output_70910.txt
1089541,output_7235.txt
1089541,output_462295.txt
1089541,output_55644.txt
1089541,output_497600.txt
1089541,output_466038.txt
1089511,output_51955.txt
1089511,output_486483.txt
1089511,output_97319.txt
1089511,output_55286.txt
1089511,output_469248.txt
1089511,output_83113.txt
1089511,output_61866.txt
1089511,output_483229.txt
1089511,output_6347.txt
1089511,output_98712.txt
1089501,output_488478.txt
1089501,output_70696.txt
1089501,output_57101.txt
1089501,output_50319.txt
1089501,output_55775.txt
1089501,output_92243.txt
1089501,output_6334.txt
1089501,output_50083.txt
1089501,output_51542.txt
1089501,output_57324.txt
1089469,output_479322.txt
1089469,output_465404.txt
1089469,output_490602.txt
1089469,output_5731.txt
1089469,output_93372.txt
1089469,output_95752.txt
1089469,output_51255.txt
1089469,output_75113.txt
1089469,output_67519.txt
1089469,output_91049.txt
1089443,output_5753.txt
1089443,output_7859.txt
1089443,output_462123.txt
1089443,output_63417.txt
1089443,output_53026.txt
1089443,output_96971.txt
1089443,output_68586.txt
1089443,output_474224.txt
1089443,output_51357.txt
1089443,output_85200.txt
1089438,output_99801.txt
1089438,output_58392.txt
1089438,output_72645.txt
1089438,output_86259.txt
1089438,output_488427.txt
1089438,output_490554.txt
1089438,output_72253.txt
1089438,output_488042.txt
1089438,output_73839.txt
1089438,output_80551.txt
1089434,output_496580.txt
1089434,output_466032.txt
1089434,output_494630.txt
1089434,output_96939.txt
1089434,output_474675.txt
1089434,output_462676.txt
1089434,output_85088.txt
1089434,output_485271.txt
1089434,output_48925.txt
1089434,output_474036.txt
1089414,output_485562.txt
1089414,output_64764.txt
1089414,output_477434.txt
1089414,output_93950.txt
1089414,output_98394.txt
1089414,output_495542.txt
1089414,output_483678.txt
1089414,output_90019.txt
1089414,output_487170.txt
1089414,output_95259.txt
1089408,output_58667.txt
1089408,output_483906.txt
1089408,output_501657.txt
1089408,output_81951.txt
1089408,output_65264.txt
1089408,output_490206.txt
1089408,output_70168.txt
1089408,output_496008.txt
1089408,output_6851.txt
1089408,output_59873.txt
1089401,output_485558.txt
1089401,output_92862.txt
1089401,output_462697.txt
1089401,output_48582.txt
1089401,output_80723.txt
1089401,output_81714.txt
1089401,output_97426.txt
1089401,output_476944.txt
1089401,output_51846.txt
1089401,output_501334.txt
1089355,output_485562.txt
1089355,output_64764.txt
1089355,output_477434.txt
1089355,output_93950.txt
1089355,output_98394.txt
1089355,output_495542.txt
1089355,output_483678.txt
1089355,output_90019.txt
1089355,output_487170.txt
1089355,output_95259.txt
1089325,output_56928.txt
1089325,output_55771.txt
1089325,output_479780.txt
1089325,output_487882.txt
1089325,output_81162.txt
1089325,output_493190.txt
1089325,output_68606.txt
1089325,output_475620.txt
1089325,output_493165.txt
1089325,output_65285.txt
1089312,output_97039.txt
1089312,output_484019.txt
1089312,output_96932.txt
1089312,output_52598.txt
1089312,output_48597.txt
1089312,output_94474.txt
1089312,output_8501.txt
1089312,output_487255.txt
1089312,output_72478.txt
1089312,output_499043.txt
1089293,output_467307.txt
1089293,output_99830.txt
1089293,output_61909.txt
1089293,output_74078.txt
1089293,output_79812.txt
1089293,output_79925.txt
1089293,output_99249.txt
1089293,output_470666.txt
1089293,output_471386.txt
1089293,output_68355.txt
1089286,output_77093.txt
1089286,output_75035.txt
1089286,output_98772.txt
1089286,output_481821.txt
1089286,output_501160.txt
1089286,output_78812.txt
1089286,output_479368.txt
1089286,output_55349.txt
1089286,output_86173.txt
1089286,output_5206.txt
1089273,output_71357.txt
1089273,output_501180.txt
1089273,output_77211.txt
1089273,output_76984.txt
1089273,output_466772.txt
1089273,output_590.txt
1089273,output_467606.txt
1089273,output_87462.txt
1089273,output_486093.txt
1089273,output_96692.txt
1101173,output_9180.txt
1101173,output_464237.txt
1101173,output_8465.txt
1101173,output_7491.txt
1101173,output_497831.txt
1101173,output_482493.txt
1101173,output_99500.txt
1101173,output_466609.txt
1101173,output_65530.txt
1101173,output_469997.txt
1101172,output_499835.txt
1101172,output_485838.txt
1101172,output_487969.txt
1101172,output_500961.txt
1101172,output_98609.txt
1101172,output_78941.txt
1101172,output_69042.txt
1101172,output_56845.txt
1101172,output_94007.txt
1101172,output_95170.txt
1101171,output_485130.txt
1101171,output_465724.txt
1101171,output_91419.txt
1101171,output_467629.txt
1101171,output_484031.txt
1101171,output_52626.txt
1101171,output_55596.txt
1101171,output_67231.txt
1101171,output_86763.txt
1101171,output_487649.txt
1089177,output_467928.txt
1089177,output_97015.txt
1089177,output_462985.txt
1089177,output_61191.txt
1089177,output_71877.txt
1089177,output_61752.txt
1089177,output_90855.txt
1089177,output_488197.txt
1089177,output_52271.txt
1089177,output_75707.txt
1089167,output_4741.txt
1089167,output_488119.txt
1089167,output_91826.txt
1089167,output_49743.txt
1089167,output_99115.txt
1089167,output_95266.txt
1089167,output_65511.txt
1089167,output_499670.txt
1089167,output_79712.txt
1089167,output_476881.txt
1089158,output_86546.txt
1089158,output_5753.txt
1089158,output_7859.txt
1089158,output_462123.txt
1089158,output_63417.txt
1089158,output_53026.txt
1089158,output_68586.txt
1089158,output_474224.txt
1089158,output_51357.txt
1089158,output_85200.txt
1089156,output_490702.txt
1089156,output_466652.txt
1089156,output_66401.txt
1089156,output_96391.txt
1089156,output_87154.txt
1089156,output_491457.txt
1089156,output_64446.txt
1089156,output_87951.txt
1089156,output_85146.txt
1089156,output_488868.txt
1089143,output_93130.txt
1089143,output_67782.txt
1089143,output_91146.txt
1089143,output_54204.txt
1089143,output_83842.txt
1089143,output_78652.txt
1089143,output_492026.txt
1089143,output_79907.txt
1089143,output_488300.txt
1089143,output_74636.txt
1089121,output_84030.txt
1089121,output_467695.txt
1089121,output_6256.txt
1089121,output_464112.txt
1089121,output_69756.txt
1089121,output_480850.txt
1089121,output_471379.txt
1089121,output_5141.txt
1089121,output_501315.txt
1089121,output_88787.txt
1089093,output_499714.txt
1089093,output_71327.txt
1089093,output_78118.txt
1089093,output_9436.txt
1089093,output_60931.txt
1089093,output_92330.txt
1089093,output_53475.txt
1089093,output_96288.txt
1089093,output_473051.txt
1089093,output_55504.txt
1089085,output_96680.txt
1089085,output_87711.txt
1089085,output_97015.txt
1089085,output_61191.txt
1089085,output_79107.txt
1089085,output_82101.txt
1089085,output_462747.txt
1089085,output_491486.txt
1089085,output_46319.txt
1089085,output_491985.txt
1089071,output_495110.txt
1089071,output_49743.txt
1089071,output_52794.txt
1089071,output_99115.txt
1089071,output_492388.txt
1089071,output_79712.txt
1089071,output_463691.txt
1089071,output_95153.txt
1089071,output_47663.txt
1089071,output_476881.txt
1089051,output_483856.txt
1089051,output_485562.txt
1089051,output_64764.txt
1089051,output_477434.txt
1089051,output_93950.txt
1089051,output_98394.txt
1089051,output_495542.txt
1089051,output_483678.txt
